stafkey,susrpw,susrsec,susrtyp,ssalut,snamef,snamemi,snamel,slogid,stitle,sorg,sdept,saddrnum,saddrst1,saddrst2,saddrcty,saddrstt,saddrcnty,saddrzip,stelw,stelwex,stelfax,stelh,staduser,stadtime,stmduser,stmdtime,stc1,stc2,stc3,stc4,snotes,sorc1,sorc2,sorc3,sorc4,sactive,ssys,sspare1,sspare2,sspare3,smemgrp,sfoiasec,srptsec,sattyid,svlj,sinvsec,sdomainid
PHERMAN,,,,,Paolo,R,Herman,PHERMAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,374,,,1781,,,BVAPHERMAN
LBEATTY,,,,,Larry,Y,Beatty,LBEATTY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1765,,,BVALBEATTY
WWATSICA,,,,,Wilton,Z,Watsica,WWATSICA,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,370,,,1773,,,BVAWWATSICA
JKING,,,,,Jasen,T,King,JKING,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1771,,,BVAJKING
PWOLFF,,,,,Phyllis,G,Wolff,PWOLFF,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1736,,,BVAPWOLFF
KMOSCISKI,,,,,Keyon,N,Mosciski,KMOSCISKI,SSENGER,KMOSCISKI,,,,,,,,,,,,,SBARTELL,2016-11-16 00:00:00 UTC,SBARTELL,2017-10-17 00:00:00 UTC,,,,,,,,,,I,,,,,,,,,,,
RO'KON,,,,,Rebeca,F,O'Kon,RO'KON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,1728,,,BVARO'KON
MMORISSET,,,,,Margaretta,T,Morissette,MMORISSET,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1748,,,BVAMMORISSET
LMOSCISKI,,,,,Leonora,M,Mosciski,LMOSCISKI,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1768,,,BVALMOSCISKI
KBOEHM,,,,,Kianna,H,Boehm,KBOEHM,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1782,,,BVAKBOEHM
LQUITZON,,,,,Laura,C,Quitzon,LQUITZON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1784,,,BVALQUITZON
NSCHROEDE,,,,,Nikki,X,Schroeder,NSCHROEDE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,386,,,1745,,,
FROBEL,,,,,Francesca,N,Robel,FROBEL,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,1820,,,BVAFROBEL
FBRUEN,,,,,Foster,D,Bruen,FBRUEN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1805,,,BVAFBRUEN
BSTEHR,,,,,Brandon,R,Stehr,BSTEHR,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,370,,,1778,,,BVABSTEHR
GO'CONNER,,,,,Garfield,O,O'Conner,GO'CONNER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAGO'CONNER
DEICHMANN1,,,,,Dena,R,Eichmann,DEICHMANN1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,662,,,
NWINTHEIS,,,,,Noel,L,Wintheiser,NWINTHEIS,MHALEY,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,663,,,
LMOHR1,,,,,Leonie,P,Mohr,LMOHR1,M-A,,CDLEGCLK,,,,,,,,,,1-642-517-2036,,,,,,,,,,,,,,,I,,,,,,,,,,,
EMONAHAN,,,,,Ellie,W,Monahan,EMONAHAN,011W,,CHAIR,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MWEBER,,,,,Montana,M,Weber,MWEBER,DIR,,ADDMOD,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
ABAILEY,,,,,Amalia,K,Bailey,ABAILEY,AHUDSON,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,664,,,
MCASPER,,,,,Melyssa,V,Casper,MCASPER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,665,,,BVAMCASPER
CFERRY,,,,,Carroll,U,Ferry,CFERRY,MHALEY,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,661,,,
XWATERS,,,,,Xavier,C,Waters,XWATERS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,667,,,
EAUER,,,,,Effie,Y,Auer,EAUER,AHUDSON,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,669,,,
RO80,,,,880,,,Philadelphia Insurance Center,RO80,,RO-80,,,,,,,,,,,,,SBARTELL,1999-08-17 00:00:00 UTC,,,80,5,11,9,,,,,,A,,,,,,,,,,,
RO91,,,,991,,,Buffalo Education Center,RO91,,RO-91,,,,,,,,,,,,,SBARTELL,1999-08-17 00:00:00 UTC,,,50,5,11,9,,,,,,A,,,,,,,,,,,
RO92,,,,992,,,Atlanta Education Center,RO92,,RO-92,,,,,,,,,,,,,SBARTELL,1999-08-17 00:00:00 UTC,,,48,5,11,9,,,,,,A,,,,,,,,,,,
RO93,,,,993,,,Muskogee Education Center,RO93,,RO-93,,,,,,,,,,,,,SBARTELL,1999-08-17 00:00:00 UTC,,,70,5,11,9,,,,,,A,,,,,,,,,,,
RO94,,,,994,,,St. Louis Education Center,RO94,,RO-94,,,,,,,,,,,,,SBARTELL,1999-08-17 00:00:00 UTC,,,50,5,11,9,,,,,,A,,,,,,,,,,,
LFRIESEN,,,,,Ludwig,M,Friesen,LFRIESEN,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
RTERRY1,,,,,Ron,L,Terry,RTERRY1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
GWARD,,,,,Gregory,Y,Ward,GWARD,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
EHAMMES,,,,,Ezequiel,S,Hammes,EHAMMES,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
EKOSS,,,,,Ellsworth,Q,Koss,EKOSS,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
RCORMIER1,,,,,Reggie,T,Cormier,RCORMIER1,SUP,,DSP,,,,,,,,,,(367) 506-9714,,,,,,,,,,,,,,,I,,,,,,,,,,,
BMILLER,,,,,Bennett,U,Miller,BMILLER,MHALEY,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,953,,,
FHILPERT,,,,,Francisco,A,Hilpert,FHILPERT,NVLSP,,NVLSP,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,805,,,952,,,BVAFHILPERT
JHINTZ,,,,,Jay,Q,Hintz,JHINTZ,MHALEY,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,954,,,
AROWE,,,,,Anais,E,Rowe,AROWE,DAV,,DAV,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
DEFFERTZ,,,,,Dessie,U,Effertz,DEFFERTZ,VBA,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
PBECKER,,,,,Percy,W,Becker,PBECKER,VBA,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
ECRIST,,,,,Enid,X,Crist,ECRIST,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
OSTREICH,,,,,Olin,L,Streich,OSTREICH,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
LSTOLTENB,,,,,Lavonne,G,Stoltenberg,LSTOLTENB,HRG,,INTERN,,,,,,,,,,436.085.1353,,,,,,,,,,,,,,,I,,,,,,,,,,,
EBOYLE,,,,,Ethel,V,Boyle,EBOYLE,OPR,,MPS,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
EFRAMI,,,,,Lila,I,Harris,EFRAMI,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
ERIPPIN,,,,,Esther,I,Rippin,ERIPPIN,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
RNIKOLAUS,,,,,Roxane,V,Nikolaus,RNIKOLAUS,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
MNADER,,,,,Meta,C,Nader,MNADER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
MRITCHIE,,,,,Myah,C,Ritchie,MRITCHIE,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
ACORKERY,,,,,Aida,L,Corkery,ACORKERY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,955,J,,BVAACORKERY
BROHAN,,,,,Bella,F,Rohan,BROHAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,956,,,BVABROHAN
AKERTZMAN,,,,,Allie,U,Kertzmann,AKERTZMAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,957,A,,BVAAKERTZMAN
JSCHADEN,,,,,Jairo,L,Schaden,JSCHADEN,MHALEY,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,958,,,
DTORP1,,,,,Davion,M,Torp,DTORP1,SUP,,HRG,,,,,,,,,,748-681-1608 x1664,,,,,,,,,,,,,,,I,,,,,,,,,,,
CMORISSET,,,,,Cicero,O,Morissette,CMORISSET,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,959,,,
WKRIS,,,,,Wilhelm,S,Kris,WKRIS,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
MPREDOVIC,,,,,Magnolia,E,Predovic,MPREDOVIC,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1131,,,
JBUCKRIDG,,,,,Josue,U,Buckridge,JBUCKRIDG,VFW,,VFW,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
BWEHNER,,,,,Braden,E,Wehner,BWEHNER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
AGREENHOL,,,,,Althea,K,Greenholt,AGREENHOL,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
VDARE,,,,,Vernie,J,Dare,VDARE,01-CHR,,STATSPT,,,,,,,,,,(296) 547-3317,,,,,,,,,,,,,,,A,,,,,,,,,A,,BVAVDARE
VKEELING,,,,,Vinnie,D,Keeling,VKEELING,OPR,,CDLEGCLK,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
USTRACKE,,,,,Uriel,J,Stracke,USTRACKE,OPR,,DIR,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
JHYATT1,,,,,Jeffry,J,Hyatt,JHYATT1,OPR,,MPS,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAJHYATT1
TKLING,,,,,Triston,L,Kling,TKLING,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,805,,,960,,,BVATKLING
RWUNSCH,,,,,Rogers,T,Wunsch,RWUNSCH,CHR,,CHR,,,,,,,,,,1-409-645-7748,,,,SBARTELL,2012-09-28 00:00:00 UTC,,,,,,,,,,A,,,,,,,,757,,,BVARWUNSCH
WBERGSTRO,,,,,Winona,G,Bergstrom,WBERGSTRO,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,961,,,
LMCLAUGHL,,,,,Lula,U,McLaughlin,LMCLAUGHL,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
ESCHNEIDE,,,,,Easter,Z,Schneider,ESCHNEIDE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,963,,,BVAESCHNEIDE
WJACOBI,,,,,Winfield,F,Jacobi,WJACOBI,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,962,A,,BVAWJACOBI
HFRANECKI1,,,,,Hermina,G,Franecki,HFRANECKI1,SUP,,DSP,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAHFRANECKI1
CTHIEL,,,,,Cyril,T,Thiel,CTHIEL,OPR,,CDLEGCLK,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
EQUIGLEY,,,,,Estevan,O,Quigley,EQUIGLEY,HRG,,CDLEGCLK,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
LSCHROEDE,,,,,Laurie,Y,Schroeder,LSCHROEDE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,966,,,
MSTIEDEMA,,,,,Mac,L,Stiedemann,MSTIEDEMA,CRUSSEL,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,964,,,
NKUNZE,,,,,Ned,X,Kunze,NKUNZE,MPAUCEK,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,967,,,
YERNSER,,,,,Yasmin,I,Ernser,YERNSER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,965,A,,BVAYERNSER
LSTEHR1,,,,,Lucienne,C,Stehr,LSTEHR1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
JLEHNER,,,,,Justyn,Z,Lehner,JLEHNER,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,167,,,968,,,
JMARVIN,,,,,Jaida,O,Marvin,JMARVIN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,973,A,,BVAJMARVIN
OMURAZIK,,,,,Ollie,X,Murazik,OMURAZIK,MHALEY,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,974,,,
KPROHASKA,,,,,Keely,C,Prohaska,KPROHASKA,MHALEY,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,976,,,
RGUSIKOWS,,,,,Riley,A,Gusikowski,RGUSIKOWS,CRUSSEL,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,971,,,
PHILLL,,,,,Polly,P,Hilll,PHILLL,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,556,,,969,,,BVAPHILLL
SJAKUBOWS,,,,,Sister,B,Jakubowski,SJAKUBOWS,AHUDSON,,INTERN,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,972,,,
CDOUGLAS,,,,,Cloyd,F,Douglas,CDOUGLAS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,679,,,1110,,,BVACDOUGLAS
LERDMAN,,,,,Leonard,R,Erdman,LERDMAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,000,,,1111,,,
KBECKER,,,,,Kaleigh,A,Becker,KBECKER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAKBECKER
FKRIS,,,,,Francesca,Y,Kris,FKRIS,SSENGER,,DSP,,,,,,,,,,(402) 722-0504,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAFKRIS
LLEUSCHKE,,,,,Leanna,N,Leuschke,LLEUSCHKE,DAV,,DAV,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
ELARSON,,,,,Ephraim,W,Larson,ELARSON,SUP,,HRG,,,,,,,,,,462.149.1730,,,,,,,,,,,,,,,I,,,,,,,,,,,
LRAU,,,,,Lee,T,Rau,LRAU,MHALEY,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1090,,,
CHUDSON,,,,,Clotilde,H,Hudson,CHUDSON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1091,,,
NEMMERICH,,,,,Nora,J,Emmerich,NEMMERICH,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,616,,,1092,A,,BVANEMMERICH
LBERNHARD,,,,,Luisa,H,Bernhard,LBERNHARD,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
TBERGSTRO,,,,,Tyshawn,D,Bergstrom,TBERGSTRO,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
WOKUNEVA,,,,,Willis,C,Okuneva,WOKUNEVA,MPAUCEK,,COR,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,511,,,1191,,,BVAWOKUNEVA
SWILLMS,,,,,Salvador,N,Willms,SWILLMS,DAV,,DAV,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,BVASWILLMS
CNIENOW,,,,,Carley,J,Nienow,CNIENOW,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
CVONRUEDE,,,,,Cruz,P,VonRueden,CVONRUEDE,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVACVONRUEDE
LLARSON,,,,,Lacey,W,Larson,LLARSON,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
GCONNELLY,,,,,Gloria,Q,Connelly,GCONNELLY,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
VMARKS,,,,,Virgie,I,Marks,VMARKS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,386,,,1100,A,,BVAVMARKS
IKOCH,,,,,Isabelle,O,Koch,IKOCH,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1101,,,
GHANE1,,,,,German,W,Hane,GHANE1,SUP,,CMB,,,,,,,,,,213.222.8506 x3186,,,,,,,,,,,,,,,I,,,,,,,,,,,
HLABADIE1,,,,,Haley,L,Labadie,HLABADIE1,SSENGER,,DSP,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAHLABADIE1
OFRANECKI,,,,,Obie,F,Franecki,OFRANECKI,SUP,,HRG,,,,,,,,,,1-618-005-5412,,,,,,,,,,,,,,,A,,,,,,,,,A,,BVAOFRANECKI
LKUTCH,,,,,Lee,W,Kutch,LKUTCH,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
JMOHR,,,,,Jessy,M,Mohr,JMOHR,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
JWINDLER,,,,,Jaqueline,Z,Windler,JWINDLER,VFW,,VFW,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,
MLUEILWIT1,,,,,Mallie,W,Lueilwitz,MLUEILWIT1,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
CSAUER,,,,,Cristal,F,Sauer,CSAUER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVACSAUER
EZIEMANN,,,,,Edwin,R,Ziemann,EZIEMANN,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAEZIEMANN
KKLOCKO,,,,,Kaylah,Q,Klocko,KKLOCKO,VFW,,VFW,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
LWALTER,,,,,Layla,H,Walter,LWALTER,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
EFRITSCH,,,,,Elwin,U,Fritsch,EFRITSCH,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
CHACKETT,,,,,Chyna,L,Hackett,CHACKETT,MPAUCEK,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1223,J,,BVACHACKETT
HHAUCK,,,,,Harley,K,Hauck,HHAUCK,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
AKUHN1,,,,,Alphonso,L,Kuhn,AKUHN1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVAAKUHN1
RJENKINS1,,,,,Rod,N,Jenkins,RJENKINS1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,BVARJENKINS1
BPARISIAN,,,,,Brad,A,Parisian,BPARISIAN,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
CROBERTS1,,,,,Calista,H,Roberts,CROBERTS1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
CLESCH,,,,,Clare,B,Lesch,CLESCH,,,,,,,,,,,,,,,SBARTELL,,QRUNTE,1995-02-15 12:26:07 UTC,,,,,,,,,,I,,,,,,,,,,,
RBAYER1,,,,,Reina,F,Bayer,RBAYER1,MHALEY,01-445,BDCOUNSEL,,,,,,,,,7687,,,SBARTELL,,WLANGOSH,1995-09-23 14:17:41 UTC,,,,,,,,,,I,,,,,,,,445,,,
KPOWLOWSK,,,,,Keaton,M,Powlowski,KPOWLOWSK,SBODE,06-438,BDCOUNSEL,,,,,,,,,7642,,,SBARTELL,,WLANGOSH,1995-09-23 16:53:47 UTC,,,,,,,,,,A,,,,,448,,,438,J,,BVAKPOWLOWSK
LEICHMANN1,,,,,Lea,Y,Eichmann,LEICHMANN1,SBODE,14-420,BDCOUNSEL,,,,,,,,,1266,,,SBARTELL,,WLANGOSH,1995-09-26 15:40:33 UTC,,,,,,,,,,I,,,,,370,,,420,A,,
VKILBACK,,,,,Vance,G,Kilback,VKILBACK,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
NMOORE,,,,,Nella,C,Moore,NMOORE,A1-49,64-49,CDLEGCLK,,,,,,,,,,533-143-3314 x7265,,SBARTELL,,WLANGOSH,1995-09-29 07:21:55 UTC,11,11,1,0,,,,,,I,,,,,,,,,,,
JPRICE1,,,,,Joyce,R,Price,JPRICE1,01C2,64-29,CHAIR,,,,,,,,,,1-652-664-9474 x1592,,SBARTELL,,WLANGOSH,1998-04-08 15:12:33 UTC,3,3,21,43,,,,,,A,,,,,,,,,,,BVAJPRICE1
OTRANTOW1,,,,,Okey,Z,Trantow,OTRANTOW1,A1-45,64-45,ADDMOD,,,,,,,,,,1-429-207-3489,,SBARTELL,,WLANGOSH,1996-01-23 14:32:58 UTC,2,2,23,2,,,,,,I,,,,,,,,,,,
RKREIGER,,,,,Rosalyn,D,Kreiger,RKREIGER,HRG,64-52,CDLEGCLK,,,,,,,,,,(623) 616-2245,,SBARTELL,,WLANGOSH,1995-09-29 07:19:16 UTC,2,2,65,4,,,,,,I,,,,,,,,,,,
NGLOVER,,,,,Nolan,E,Glover,NGLOVER,SBODE,21-335*,BDCOUNSEL,,,,,,,,,1662,,,ABERGSTRO,1994-05-31 14:41:41 UTC,SBARTELL,1998-04-13 11:20:33 UTC,,,,,,,,,,A,,,,,448,,,335,A,,BVANGLOVER
59,,,,,,,59 Advance on Docket Office,59,,59,,,,,,,,,,,,,SBARTELL,2012-02-15 00:00:00 UTC,,,,,,,,,,,,A,,,,,,,,,,,
CRODRIGUE1,,,,,Clara,F,Rodriguez,CRODRIGUE1,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
KNITZSCHE,,,,,Kaitlyn,L,Nitzsche,KNITZSCHE,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1229,,,
ELOCKMAN,,,,,Emerald,H,Lockman,ELOCKMAN,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,616,,,1230,,,
ZQUITZON,,,,,Zackery,S,Quitzon,ZQUITZON,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1231,,,
LEMARD,,,,,Laurence,F,Emard,LEMARD,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,805,,,1232,,,
GGAYLORD,,,,,Garett,Z,Gaylord,GGAYLORD,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,370,,,1233,,,
BHAAG,,,,,Bret,X,Haag,BHAAG,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,386,,,1234,,,
LKAUTZER1,,,,,Lilla,Q,Kautzer,LKAUTZER1,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,1236,,,
AKULAS,,,,,Alyce,H,Kulas,AKULAS,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,365,,,1237,,,BVAAKULAS
FRUNOLFSD,,,,,Florida,W,Runolfsdottir,FRUNOLFSD,SBODE,,BDCOUNSEL,,,,,,,,,,,261-366-4882 x583,,,,,,,,,,,,,,I,,,,,167,,,1265,,,
JMOHR1,,,,,Jaida,T,Mohr,JMOHR1,SBODE,,BDCOUNSEL,,,,,,,,,,,(460) 347-1719 x16425,,,,,,,,,,,,,,I,,,,,365,,,1264,,,
MTORPHY,,,,,May,G,Torphy,MTORPHY,SBODE,,BDCOUNSEL,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
OHANSEN,,,,,Oda,D,Hansen,OHANSEN,SBODE,,BDCOUNSEL,,,,,,,,,,,250.431.2033,,,,,,,,,,,,,,I,,,,,616,,,1259,,,
KBARROWS,,,,,Kacey,I,Barrows,KBARROWS,AML,,AML,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,
LKUB,,,,,Lawson,R,Kub,LKUB,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
KLUBOWITZ,,,,,Kiara,L,Lubowitz,KLUBOWITZ,AHUDSON,16-621,BDCOUNSEL,,,,,,,,,,,,WLANGOSH,1997-11-25 09:02:31 UTC,WLANGOSH,1997-11-25 09:10:43 UTC,0,0,0,0,,,,,,I,,,,,,,,621,J,,
RKOVACEK,,,,,Raul,M,Kovacek,RKOVACEK,DV-DIR,,AMC,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,
